datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
5/25/2019 10:00,1,0,1,2,6.56,6.82,69,22.0028,42
5/25/2019 11:00,1,0,1,1,9.02,10.605,51,19.9995,57
5/25/2019 12:00,1,0,1,1,9.02,11.365,51,11.0014,78
5/25/2019 13:00,1,0,1,1,9.84,11.365,56,12.998,97
5/25/2019 14:00,1,0,1,1,10.66,12.88,52,15.0013,63
5/25/2019 15:00,1,0,1,1,11.48,13.635,52,16.9979,65
5/25/2019 16:00,1,0,1,1,12.3,14.395,49,16.9979,83
5/25/2019 17:00,1,0,1,1,11.48,13.635,48,15.0013,212
5/25/2019 18:00,1,0,1,1,10.66,12.88,48,12.998,182
5/25/2019 19:00,1,0,1,1,9.84,12.88,48,7.0015,112
5/25/2019 20:00,1,0,1,1,9.84,12.88,48,7.0015,54
5/25/2019 21:00,1,0,1,1,9.02,13.635,64,0,48
5/25/2019 22:00,1,0,1,1,9.02,12.88,64,6.0032,35
5/25/2019 23:00,1,0,1,1,8.2,11.365,69,6.0032,11
5/26/2019 0:00,1,0,1,1,8.2,12.88,64,0,6
5/26/2019 1:00,1,0,1,1,6.56,9.85,74,6.0032,6
5/26/2019 2:00,1,0,1,1,6.56,9.85,74,6.0032,2
5/26/2019 4:00,1,0,1,1,9.84,11.365,48,15.0013,2
5/26/2019 5:00,1,0,1,1,9.02,11.365,47,11.0014,3
5/26/2019 6:00,1,0,1,1,8.2,9.85,47,15.0013,33
5/26/2019 7:00,1,0,1,1,7.38,9.09,43,12.998,88
5/26/2019 8:00,1,0,1,1,8.2,9.09,40,19.9995,195
5/26/2019 9:00,1,0,1,1,9.02,9.85,37,22.0028,115
5/26/2019 10:00,1,0,1,1,9.02,9.85,37,22.0028,57
5/26/2019 11:00,1,0,1,1,10.66,11.365,33,22.0028,46
5/26/2019 12:00,1,0,1,1,10.66,11.365,33,22.0028,79
5/26/2019 13:00,1,0,1,1,11.48,12.88,30,19.9995,71
5/26/2019 14:00,1,0,1,1,12.3,14.395,28,12.998,62
5/26/2019 15:00,1,0,1,1,12.3,14.395,28,12.998,62
5/26/2019 16:00,1,0,1,1,12.3,15.91,28,6.0032,89
5/26/2019 17:00,1,0,1,1,9.84,11.365,38,12.998,190
5/26/2019 18:00,1,0,1,1,9.84,12.12,38,8.9981,169
5/26/2019 19:00,1,0,1,1,9.84,12.88,38,7.0015,132
5/26/2019 20:00,1,0,1,1,9.02,11.365,47,11.0014,89
5/26/2019 21:00,1,0,1,1,8.2,9.85,51,12.998,43
5/26/2019 22:00,1,0,1,1,7.38,9.85,55,8.9981,42
5/26/2019 23:00,1,0,1,1,8.2,12.88,47,0,19
5/27/2019 0:00,1,0,1,1,7.38,12.12,55,0,11
5/27/2019 1:00,1,0,1,1,6.56,11.365,64,0,4
5/27/2019 2:00,1,0,1,1,6.56,11.365,64,0,2
5/27/2019 4:00,1,0,1,2,6.56,9.85,64,6.0032,1
5/27/2019 5:00,1,0,1,2,5.74,9.09,69,6.0032,4
5/27/2019 6:00,1,0,1,2,5.74,8.335,63,7.0015,36
5/27/2019 7:00,1,0,1,2,6.56,11.365,59,0,95
5/27/2019 8:00,1,0,1,1,6.56,11.365,59,0,219
5/27/2019 9:00,1,0,1,2,7.38,12.12,51,0,122
5/27/2019 10:00,1,0,1,1,8.2,12.88,47,0,45
5/27/2019 11:00,1,0,1,1,9.02,12.88,44,6.0032,59
5/27/2019 12:00,1,0,1,1,10.66,14.395,35,0,84
5/27/2019 13:00,1,0,1,1,10.66,13.635,35,7.0015,67
5/27/2019 14:00,1,0,1,1,11.48,13.635,36,11.0014,70
5/27/2019 15:00,1,0,1,1,11.48,13.635,36,0,62
5/27/2019 16:00,1,0,1,1,10.66,12.88,38,11.0014,86
5/27/2019 17:00,1,0,1,1,9.02,11.365,51,11.0014,172
5/27/2019 18:00,1,0,1,1,9.02,11.365,51,8.9981,163
5/27/2019 19:00,1,0,1,1,9.02,12.88,55,6.0032,112
5/27/2019 20:00,1,0,1,1,8.2,10.605,51,11.0014,69
5/27/2019 21:00,1,0,1,2,9.02,10.605,55,15.0013,48
5/27/2019 22:00,1,0,1,2,9.02,10.605,51,19.0012,52
5/27/2019 23:00,1,0,1,2,8.2,9.85,59,12.998,23
5/28/2019 0:00,1,0,1,2,8.2,9.85,64,12.998,17
5/28/2019 1:00,1,0,1,2,8.2,9.85,69,15.0013,7
5/28/2019 2:00,1,0,1,2,8.2,9.85,69,15.0013,1
5/28/2019 4:00,1,0,1,2,8.2,10.605,69,8.9981,1
5/28/2019 5:00,1,0,1,3,9.02,13.635,55,0,5
5/28/2019 6:00,1,0,1,2,8.2,12.88,69,0,34
5/28/2019 7:00,1,0,1,1,8.2,10.605,69,8.9981,84
5/28/2019 8:00,1,0,1,1,8.2,9.85,51,16.9979,210
5/28/2019 9:00,1,0,1,1,8.2,9.09,47,19.9995,134
5/28/2019 10:00,1,0,1,1,9.02,9.85,37,22.0028,63
5/28/2019 11:00,1,0,1,2,8.2,9.85,40,15.0013,67
5/28/2019 12:00,1,0,1,2,8.2,9.85,37,16.9979,59
5/28/2019 13:00,1,0,1,2,8.2,9.09,37,19.0012,73
5/28/2019 14:00,1,0,1,2,8.2,9.85,40,16.9979,50
5/28/2019 15:00,1,0,1,2,8.2,10.605,37,11.0014,72
5/28/2019 16:00,1,0,1,2,8.2,10.605,37,11.0014,87
5/28/2019 17:00,1,0,1,2,8.2,12.88,37,0,187
5/28/2019 18:00,1,0,1,1,8.2,11.365,40,6.0032,123
5/28/2019 19:00,1,0,1,1,6.56,9.85,55,6.0032,95
5/28/2019 20:00,1,0,1,1,7.38,10.605,47,7.0015,51
5/28/2019 21:00,1,0,1,1,7.38,9.85,47,8.9981,39
5/28/2019 22:00,1,0,1,2,7.38,9.85,43,11.0014,36
5/28/2019 23:00,1,0,1,2,7.38,9.85,51,11.0014,15
5/29/2019 0:00,1,0,0,2,7.38,9.85,51,11.0014,25
5/29/2019 1:00,1,0,0,2,7.38,10.605,55,6.0032,16
5/29/2019 2:00,1,0,0,2,7.38,12.12,55,0,16
5/29/2019 3:00,1,0,0,3,7.38,9.85,55,11.0014,7
5/29/2019 4:00,1,0,0,3,7.38,9.85,55,11.0014,1
5/29/2019 5:00,1,0,0,2,6.56,8.335,74,11.0014,5
5/29/2019 6:00,1,0,0,2,6.56,8.335,74,11.0014,2
5/29/2019 7:00,1,0,0,2,6.56,9.09,74,7.0015,9
5/29/2019 8:00,1,0,0,3,6.56,9.09,93,7.0015,15
5/29/2019 9:00,1,0,0,3,6.56,9.09,93,7.0015,20
5/29/2019 10:00,1,0,0,2,7.38,9.85,80,11.0014,61
5/29/2019 11:00,1,0,0,2,8.2,9.09,69,26.0027,62
5/29/2019 12:00,1,0,0,2,8.2,9.09,59,23.9994,98
5/29/2019 13:00,1,0,0,1,8.2,9.09,44,22.0028,102
5/29/2019 14:00,1,0,0,1,8.2,8.335,32,32.9975,95
5/29/2019 15:00,1,0,0,1,8.2,8.335,32,30.0026,74
5/29/2019 16:00,1,0,0,1,7.38,6.82,29,30.0026,76
5/29/2019 17:00,1,0,0,1,6.56,6.06,37,36.9974,69
5/29/2019 18:00,1,0,0,1,5.74,6.06,39,19.9995,55
5/29/2019 19:00,1,0,0,1,5.74,6.06,36,16.9979,30
5/29/2019 20:00,1,0,0,1,4.92,6.06,36,16.9979,28
5/29/2019 21:00,1,0,0,1,4.92,5.305,39,23.9994,37
5/29/2019 22:00,1,0,0,1,4.92,5.305,36,26.0027,34
5/29/2019 23:00,1,0,0,1,4.1,3.03,39,30.0026,22
5/30/2019 0:00,1,0,0,1,4.1,3.79,42,26.0027,25
5/30/2019 1:00,1,0,0,1,4.1,3.03,42,31.0009,12
5/30/2019 2:00,1,0,0,1,4.1,3.03,46,31.0009,11
5/30/2019 3:00,1,0,0,1,4.1,3.79,46,27.9993,4
5/30/2019 4:00,1,0,0,1,3.28,4.545,53,12.998,1
5/30/2019 5:00,1,0,0,1,3.28,4.545,53,12.998,1
5/30/2019 6:00,1,0,0,1,4.1,4.545,49,19.0012,1
5/30/2019 7:00,1,0,0,1,3.28,4.545,53,12.998,6
5/30/2019 8:00,1,0,0,1,4.1,4.545,49,19.0012,10
5/30/2019 9:00,1,0,0,1,4.92,3.79,46,35.0008,19
5/30/2019 10:00,1,0,0,1,5.74,5.305,43,26.0027,49
5/30/2019 11:00,1,0,0,1,6.56,6.06,40,35.0008,49
5/30/2019 12:00,1,0,0,1,7.38,6.82,37,30.0026,83
5/30/2019 13:00,1,0,0,1,8.2,8.335,34,30.0026,75
5/30/2019 14:00,1,0,0,1,9.02,9.09,32,31.0009,72
5/30/2019 15:00,1,0,0,1,9.02,9.85,35,23.9994,82
5/30/2019 16:00,1,0,0,1,8.2,8.335,34,30.0026,92
5/30/2019 17:00,1,0,0,1,7.38,7.575,37,26.0027,62
5/30/2019 18:00,1,0,0,1,6.56,6.82,40,22.0028,48
5/30/2019 19:00,1,0,0,1,6.56,6.82,43,22.0028,41
5/30/2019 20:00,1,0,0,1,5.74,6.06,46,16.9979,38
5/30/2019 21:00,1,0,0,1,5.74,5.305,46,27.9993,20
5/30/2019 22:00,1,0,0,1,5.74,6.06,46,19.9995,15
5/30/2019 23:00,1,0,0,1,4.92,6.82,50,12.998,6
5/31/2019 0:00,1,0,1,1,4.92,6.06,50,19.0012,5
5/31/2019 1:00,1,0,1,1,4.92,6.06,50,19.0012,1
5/31/2019 2:00,1,0,1,1,4.92,6.06,50,15.0013,3
5/31/2019 3:00,1,0,1,1,4.92,6.06,50,15.0013,1
5/31/2019 4:00,1,0,1,1,4.1,6.06,54,8.9981,3
5/31/2019 5:00,1,0,1,1,4.1,5.305,54,16.9979,3
5/31/2019 6:00,1,0,1,1,4.92,6.06,50,19.0012,31
5/31/2019 7:00,1,0,1,1,4.92,6.06,50,15.0013,77
5/31/2019 8:00,1,0,1,2,4.92,6.06,50,19.0012,188
5/31/2019 9:00,1,0,1,2,5.74,6.06,50,16.9979,94
5/31/2019 10:00,1,0,1,2,5.74,6.06,50,19.9995,31
5/31/2019 11:00,1,0,1,2,6.56,6.82,47,19.0012,30
5/31/2019 12:00,1,0,1,2,8.2,9.09,40,19.0012,52
5/31/2019 13:00,1,0,1,2,8.2,9.09,40,19.0012,54
5/31/2019 14:00,1,0,1,2,8.2,9.85,40,15.0013,47
5/31/2019 15:00,1,0,1,2,8.2,9.85,40,15.0013,45
5/31/2019 16:00,1,0,1,1,8.2,10.605,40,8.9981,74
5/31/2019 17:00,1,0,1,1,8.2,11.365,40,7.0015,178
5/31/2019 18:00,1,0,1,1,8.2,9.85,40,15.0013,155
5/31/2019 19:00,1,0,1,1,6.56,8.335,47,11.0014,95
5/31/2019 20:00,1,0,1,1,6.56,8.335,50,11.0014,74
5/31/2019 21:00,1,0,1,1,5.74,6.82,59,12.998,38
5/31/2019 22:00,1,0,1,1,5.74,7.575,59,11.0014,24
5/31/2019 23:00,1,0,1,1,5.74,7.575,59,11.0014,18
6/1/2019 0:00,1,0,1,1,5.74,8.335,59,7.0015,12
6/1/2019 1:00,1,0,1,1,5.74,7.575,59,11.0014,3
6/1/2019 2:00,1,0,1,2,6.56,7.575,55,12.998,3
6/1/2019 5:00,1,0,1,2,6.56,9.09,55,8.9981,6
6/1/2019 6:00,1,0,1,2,6.56,9.09,55,8.9981,27
6/1/2019 7:00,1,0,1,2,6.56,11.365,55,0,99
6/1/2019 8:00,1,0,1,2,7.38,10.605,51,6.0032,217
6/1/2019 9:00,1,0,1,2,7.38,9.85,51,11.0014,130
6/1/2019 10:00,1,0,1,2,8.2,10.605,51,11.0014,54
6/1/2019 11:00,1,0,1,2,8.2,10.605,47,8.9981,35
6/1/2019 12:00,1,0,1,2,8.2,11.365,51,7.0015,57
6/1/2019 13:00,1,0,1,2,8.2,11.365,59,6.0032,52
6/1/2019 14:00,1,0,1,2,8.2,11.365,59,6.0032,63
6/1/2019 15:00,1,0,1,2,6.56,9.85,80,6.0032,47
6/1/2019 16:00,1,0,1,2,6.56,7.575,86,15.0013,76
6/1/2019 17:00,1,0,1,2,6.56,7.575,86,15.0013,136
6/1/2019 18:00,1,0,1,3,6.56,9.09,93,7.0015,95
6/1/2019 19:00,1,0,1,3,6.56,11.365,93,0,51
6/1/2019 20:00,1,0,1,3,6.56,7.575,93,12.998,32
6/1/2019 21:00,1,0,1,3,6.56,9.85,86,6.0032,20
6/1/2019 22:00,1,0,1,3,6.56,9.09,93,7.0015,29
6/1/2019 23:00,1,0,1,3,6.56,9.85,93,6.0032,19
6/2/2019 0:00,1,0,1,2,6.56,9.85,86,6.0032,7
6/2/2019 1:00,1,0,1,2,6.56,9.09,86,7.0015,6
6/2/2019 2:00,1,0,1,1,5.74,7.575,86,8.9981,1
6/2/2019 5:00,1,0,1,1,5.74,7.575,86,11.0014,5
6/2/2019 6:00,1,0,1,1,4.92,7.575,93,8.9981,16
6/2/2019 7:00,1,0,1,1,5.74,7.575,69,8.9981,54
6/2/2019 8:00,1,0,1,1,6.56,8.335,59,11.0014,128
6/2/2019 9:00,1,0,1,1,6.56,6.82,59,22.0028,81
6/2/2019 10:00,1,0,1,1,7.38,9.09,55,15.0013,39
6/2/2019 11:00,1,0,1,1,8.2,9.09,51,26.0027,35
6/2/2019 12:00,1,0,1,1,8.2,7.575,47,39.0007,55
6/2/2019 13:00,1,0,1,1,9.02,9.85,44,23.9994,49
6/2/2019 14:00,1,0,1,1,8.2,9.09,47,22.0028,44
6/2/2019 15:00,1,0,1,1,8.2,8.335,47,27.9993,49
6/2/2019 16:00,1,0,1,1,9.02,9.85,44,22.0028,68
6/2/2019 17:00,1,0,1,1,8.2,9.09,47,23.9994,139
6/2/2019 18:00,1,0,1,1,8.2,7.575,47,35.0008,137
6/2/2019 19:00,1,0,1,1,7.38,7.575,47,27.9993,83
6/2/2019 20:00,1,0,1,1,6.56,6.82,50,22.0028,56
6/2/2019 21:00,1,0,1,1,6.56,6.82,55,22.0028,57
6/2/2019 22:00,1,0,1,1,6.56,6.06,55,30.0026,33
6/2/2019 23:00,1,0,1,1,5.74,5.305,59,27.9993,20
6/3/2019 0:00,1,0,1,1,5.74,6.06,59,19.0012,7
6/3/2019 1:00,1,0,1,1,5.74,6.06,50,19.0012,2
6/3/2019 2:00,1,0,1,1,5.74,6.06,50,23.9994,2
6/3/2019 3:00,1,0,1,1,5.74,6.06,50,22.0028,3
6/3/2019 4:00,1,0,1,1,5.74,6.06,50,16.9979,4
6/3/2019 5:00,1,0,1,1,5.74,6.06,50,19.9995,3
6/3/2019 6:00,1,0,1,1,4.92,7.575,54,8.9981,28
6/3/2019 7:00,1,0,1,1,4.92,7.575,54,8.9981,72
6/3/2019 8:00,1,0,1,1,5.74,6.82,50,12.998,202
6/3/2019 9:00,1,0,1,1,5.74,6.06,50,22.0028,139
6/3/2019 10:00,1,0,1,2,6.56,6.82,50,23.9994,38
6/3/2019 11:00,1,0,1,2,8.2,8.335,44,30.0026,37
6/3/2019 12:00,1,0,1,1,8.2,8.335,44,27.9993,52
6/3/2019 13:00,1,0,1,1,9.02,9.85,41,30.0026,83
6/3/2019 14:00,1,0,1,1,9.02,9.85,41,26.0027,42
6/3/2019 15:00,1,0,1,1,9.84,10.605,38,19.9995,60
6/3/2019 16:00,1,0,1,1,9.84,10.605,38,23.9994,78
6/3/2019 17:00,1,0,1,1,8.2,9.09,40,19.0012,162
6/3/2019 18:00,1,0,1,1,8.2,9.09,40,22.0028,144
6/3/2019 19:00,1,0,1,1,6.56,7.575,47,16.9979,99
6/3/2019 20:00,1,0,1,1,6.56,7.575,47,15.0013,64
6/3/2019 21:00,1,0,1,1,5.74,6.06,46,19.9995,40
6/3/2019 22:00,1,0,1,1,5.74,6.06,46,22.0028,30
6/3/2019 23:00,1,0,1,1,4.92,6.82,50,12.998,15
6/4/2019 0:00,1,0,1,1,4.92,6.82,50,12.998,14
6/4/2019 1:00,1,0,1,1,4.1,6.06,54,11.0014,5
6/4/2019 2:00,1,0,1,1,4.1,6.06,54,8.9981,1
6/4/2019 3:00,1,0,1,1,4.1,6.82,54,7.0015,1
6/4/2019 5:00,1,0,1,1,4.1,6.82,54,6.0032,8
6/4/2019 6:00,1,0,1,1,4.1,9.09,54,0,17
6/4/2019 7:00,1,0,1,1,4.1,6.06,74,11.0014,70
6/4/2019 8:00,1,0,1,1,4.92,8.335,68,0,158
6/4/2019 9:00,1,0,1,1,5.74,7.575,69,8.9981,117
6/4/2019 10:00,1,0,1,1,7.38,9.09,55,12.998,44
6/4/2019 11:00,1,0,1,1,7.38,8.335,51,19.0012,53
6/4/2019 12:00,1,0,1,1,8.2,9.85,44,16.9979,61
6/4/2019 13:00,1,0,1,1,9.02,9.85,37,26.0027,77
6/4/2019 14:00,1,0,1,1,9.02,10.605,41,19.0012,64
6/4/2019 15:00,1,0,1,1,9.84,12.12,38,11.0014,68
6/4/2019 16:00,1,0,1,1,9.02,12.12,41,7.0015,90
6/4/2019 17:00,1,0,1,1,9.02,11.365,41,11.0014,159
6/4/2019 18:00,1,0,1,1,8.2,12.88,47,0,139
6/4/2019 19:00,1,0,1,1,6.56,9.85,59,6.0032,92
6/4/2019 20:00,1,0,1,1,7.38,12.12,59,0,68
6/4/2019 21:00,1,0,1,1,6.56,11.365,69,0,52
6/4/2019 22:00,1,0,1,2,6.56,11.365,69,0,36
6/4/2019 23:00,1,0,1,2,7.38,12.12,55,0,27
6/5/2019 0:00,1,0,0,1,7.38,12.12,55,0,28
6/5/2019 1:00,1,0,0,2,6.56,9.85,59,6.0032,20
6/5/2019 2:00,1,0,0,2,6.56,9.85,59,6.0032,12
6/5/2019 3:00,1,0,0,2,6.56,11.365,59,0,8
6/5/2019 4:00,1,0,0,2,6.56,11.365,59,0,5
6/5/2019 5:00,1,0,0,1,6.56,11.365,59,0,1
6/5/2019 6:00,1,0,0,1,5.74,8.335,63,7.0015,3
6/5/2019 7:00,1,0,0,1,5.74,10.605,63,0,10
6/5/2019 8:00,1,0,0,1,5.74,7.575,63,8.9981,23
6/5/2019 9:00,1,0,0,1,6.56,9.09,64,8.9981,33
6/5/2019 10:00,1,0,0,1,7.38,9.85,59,11.0014,59
6/5/2019 11:00,1,0,0,1,8.2,9.85,55,15.0013,72
6/5/2019 12:00,1,0,0,1,9.84,11.365,48,15.0013,89
6/5/2019 13:00,1,0,0,1,11.48,12.88,38,19.9995,101
6/5/2019 14:00,1,0,0,1,12.3,14.395,39,19.0012,118
6/5/2019 15:00,1,0,0,2,13.12,15.91,36,12.998,129
6/5/2019 16:00,1,0,0,2,13.94,16.665,34,12.998,128
6/5/2019 17:00,1,0,0,2,13.12,15.15,36,19.0012,83
6/5/2019 18:00,1,0,0,2,12.3,14.395,45,16.9979,84
6/5/2019 19:00,1,0,0,2,13.12,15.15,39,16.9979,74
6/5/2019 20:00,1,0,0,2,13.12,15.15,39,16.9979,41
6/5/2019 21:00,1,0,0,2,13.12,15.15,39,15.0013,57
6/5/2019 22:00,1,0,0,2,12.3,15.91,42,7.0015,26
6/5/2019 23:00,1,0,0,1,12.3,14.395,45,19.0012,44
6/6/2019 0:00,1,0,0,1,10.66,15.15,56,0,39
6/6/2019 1:00,1,0,0,1,10.66,13.635,56,8.9981,23
6/6/2019 2:00,1,0,0,1,10.66,14.395,56,6.0032,16
6/6/2019 3:00,1,0,0,1,9.02,13.635,69,0,15
6/6/2019 4:00,1,0,0,1,10.66,12.88,56,11.0014,1
6/6/2019 5:00,1,0,0,2,10.66,12.88,56,11.0014,2
6/6/2019 6:00,1,0,0,2,10.66,12.88,56,11.0014,1
6/6/2019 7:00,1,0,0,2,9.84,10.605,56,19.9995,3
6/6/2019 8:00,1,0,0,1,9.02,10.605,55,19.0012,18
6/6/2019 9:00,1,0,0,1,9.02,10.605,51,16.9979,32
6/6/2019 10:00,1,0,0,1,9.02,10.605,51,19.0012,79
6/6/2019 11:00,1,0,0,1,9.84,11.365,44,16.9979,93
6/6/2019 12:00,1,0,0,1,9.84,10.605,41,19.0012,104
6/6/2019 13:00,1,0,0,1,10.66,11.365,35,19.9995,118
6/6/2019 14:00,1,0,0,1,11.48,13.635,36,16.9979,91
6/6/2019 15:00,1,0,0,1,10.66,12.12,38,16.9979,113
6/6/2019 16:00,1,0,0,1,9.84,11.365,38,15.0013,99
6/6/2019 17:00,1,0,0,1,9.02,10.605,37,16.9979,105
6/6/2019 18:00,1,0,0,1,8.2,10.605,40,11.0014,67
6/6/2019 19:00,1,0,0,1,7.38,9.85,47,8.9981,61
6/6/2019 20:00,1,0,0,1,7.38,9.85,47,11.0014,57
6/6/2019 21:00,1,0,0,1,7.38,9.85,51,11.0014,28
6/6/2019 22:00,1,0,0,2,8.2,10.605,49,8.9981,21
6/6/2019 23:00,1,0,0,2,8.2,11.365,40,7.0015,18
6/7/2019 0:00,1,1,0,2,8.2,9.85,47,15.0013,17
6/7/2019 1:00,1,1,0,2,8.2,9.85,44,12.998,16
6/7/2019 2:00,1,1,0,2,7.38,8.335,43,16.9979,8
6/7/2019 3:00,1,1,0,2,7.38,9.09,43,12.998,2
6/7/2019 4:00,1,1,0,2,7.38,9.85,43,8.9981,3
6/7/2019 5:00,1,1,0,2,7.38,9.85,43,11.0014,1
6/7/2019 6:00,1,1,0,2,7.38,9.09,43,12.998,5
6/7/2019 7:00,1,1,0,2,6.56,9.09,50,8.9981,13
6/7/2019 8:00,1,1,0,2,6.56,7.575,47,15.0013,33
6/7/2019 9:00,1,1,0,2,6.56,7.575,47,15.0013,47
6/7/2019 10:00,1,1,0,2,6.56,7.575,50,16.9979,57
6/7/2019 11:00,1,1,0,2,6.56,7.575,55,12.998,64
6/7/2019 12:00,1,1,0,2,7.38,9.85,47,8.9981,80
6/7/2019 13:00,1,1,0,2,7.38,9.85,47,8.9981,93
6/7/2019 14:00,1,1,0,2,7.38,10.605,43,7.0015,86
6/7/2019 15:00,1,1,0,2,8.2,10.605,47,11.0014,93
6/7/2019 16:00,1,1,0,2,8.2,10.605,47,11.0014,82
6/7/2019 17:00,1,1,0,1,8.2,9.85,51,12.998,71
6/7/2019 18:00,1,1,0,2,7.38,8.335,55,16.9979,92
